company_id,company_founded,company_industry,company_name,company_size,company_specialties,company_region
1066442,"2010.0","Software Development","Datadog","1.001-5.000 employees","SaaS; APM; Software; Log Management; Cloud; DevOps; Monitoring; Infrastructure; Distributed Systems; Cloud Computing; Open-source; and Golang","NY"
1277,"Not Valuable","Financial Services","American Express","10.001+ employees","Financial Services; Business Travel; Corporate Card; Network Services; and Merchants Services","NY"
3365729,"1909.0","Media Production","Condé Nast","1.001-5.000 employees","Publishing; Fashion; Luxury; Digital; Journalism; Engineering; Technology; Media; Advertising; Creative; Magazines; Magazine; Editorial; Content; Design; and Editing","NY"
26945,"2000.0","Business Consulting and Services","Fractal","1.001-5.000 employees","Marketing Analytics; Advanced Analytics; Forecasting; Customer Lifetime Value; Pricing & Promotions Optimization; Consumer Insights; Customer Lifecycle Management; Customer Analytics; Predictive Analytics; Artificial Intelligence; Machine Learning; Integrated Marketing Effectiveness; Data Science; behavioral science; design thinking; and data engineering","Not Valuable"
298308,"1938.0","Government Administration","NYC Department of Finance","1.001-5.000 employees","Tax Auditing; Property Valuation; and Customer Services","NY"
476416,"Not Valuable","Broadcast Media Production and Distribution","Hearst Television","1.001-5.000 employees","Broadcasting; Television; and News","NY"
11827982,"2016.0","Government Administration","NYC Department of Social Services","10.001+ employees","social services; government administration; welfare; food assistance; Homelessness Prevention; Rental Assistance; Cash Assistance; Adult Protective Services; Child Support Services; Employment; Temporary Emergency Shelter; and shelter services","New York"
65309548,"Not Valuable","Real Estate","SitusAMC","5.001-10.000 employees","Commercial Real Estate Finance; Residential Real Estate Finance; Technology; Data; Analytics; Loan Origination; Underwriting; Due Diligence; Primary Servicing; Asset Management; Special Servicing; Valuations; Brokerage; Title Production; Compliance; Warehouse Lending; Product; Pricing & Eligibility; Consulting & Advisory; Staffing; and Talent Management","NY"
3088,"1853.0","Insurance","Travelers","10.001+ employees","Insurance","NY"
810308,"2005.0","Information Technology & Services","H2 Performance Consulting","51-200 employees","Cyber Security; Enterprise Architecture; IT services; Program Management; Project Management; Information Technology Advisory Services; Schedule; metrics; PMP; ITIL; Earned Value Management; Training Delivery; and Agile","FL"
11945,"Not Valuable","Hospitals and Health Care","Virginia Mason Franciscan Health","10.001+ employees","Evening Magazine Best Places to Work Award; Cancer; Cardiology; GI/Gastro; Urology; Primary & Acute Care; Leapfrog Group National Top Hospital Award Recipient; and Healthgrades Distinguished Hospital Award for Clinical Excellence","Washington"
9707,"Not Valuable","IT Services and IT Consulting","Endava","10.001+ employees","Digital Strategy; Continuous Delivery & DevOps; Digital Execution; Applications Management; UX/Creative Services; Testing Services; Distributed Agile Development; Service Desk; Cloud; Insight Through Data; Digital Evolution; Agile Transformation; and Automation","UK"
2418503,"1992.0","Real Estate","Ardent","51-200 employees","Land Assembly; Compulsory Purchase; Land Referencing; CPO Project Management; Compensation claims; Transport and Works Act Orders; Development Consent Orders; Property Cost Estimates; Surveying; Land Acquisition; GIS; Project Management; Consents Management; Land Surveying; and Land Agency","England"
12176780,"Not Valuable","IT Services and IT Consulting","Reflexive Concepts","51-200 employees","Software Engineering; Systems Engineering; Data Science; Cloud Technologies; DevOps; Programming; Big Data; and Data Analytics","Maryland"
62836,"2005.0","Information Technology & Services","Companion Data Services (CDS)","201-500 employees","Claims Processing; Cloud Computing; Cloud; Hosting; Outsourcing; Managed Services; Application Development Maintenance; Agile Development; Data Center; Mainframe Services; Alternate Site; Data Center Replacement; Disaster Recovery; Mainframe Elimination; ECM; and BPM","SC"
1905,"Not Valuable","IT Services and IT Consulting","General Dynamics Information Technology","10.001+ employees","Enterprise IT; Network Systems Integration; Professional and Technical Services; Training and Simulation; Health; Wireless; information technology; Aerospace and Aviation; Defense; Cybersecurity; Cloud Computing; Artificial Intelligence; and Quantum Computing","Virginia"
10486743,"2011.0","IT Services and IT Consulting","Summit Consulting","51-200 employees","Soporte Tecnico; Desarrollo de Software; Infraestructura de TI; Redes y comunicaciones; Software Factory; Gesti√≥n de Proyectos; Outsourcing de TI; Automatizaci√≥n de Procesos; and Inteligencia de Negocios","Lima"
1379045,"1999.0","IT Services and IT Consulting","System Soft Technologies","1.001-5.000 employees","IT Services; IT Solutions; Big Data; Data Analytics; Cloud; Mobile Development; Application Development; Digital Transformation; Cyber Security; and Superior User Experience","FL"
240158,"2007.0","Computer and Network Security","ReliaQuest","1.001-5.000 employees","IT Security; Information Technology; Data Security; Program Support; IT Engineering; Mobile Device Management; Bring Your Own Device; Network Access Control; DDos Defense; SIEM & Log Management; Continuous Monitoring; Continuous Audit; Managed Detection and Response; OpenXDR; and GreyMatter","Florida"
2514540,"2009.0","Software Development","SpectraMedix","51-200 employees","Population Health Management; Value Based Payment; Value-Based Care; Healthcare information management; Health Plans; Quality Improvement; Financial Analytics; Value-Based Contracting; Health Systems; CMS; Social Determinants of Health; Clinical Quality Improvement; and Medicaid Reform","NJ"
50076,"2002.0","Software Development","Roku","1.001-5.000 employees","Licensing; Audio; Operating System for TV; Streaming Players and Smart TVs; Smart Home; Streaming Platform; Content Distribution; OTT Advertising; Advertising; Home Entertainment; Streaming Media; and Original Programming","California"
2105,"1992.0","Software Development","NetApp","10.001+ employees","network storage; cloud computing; storage efficiency; Information management; data storage; and hybrid cloud","California"
89882346,"2023.0","Marketing Services","33 USA Inc.","11-50 employees","Advertising; PR; SNS; Entertainment; Anime; Movie; Publicity; Marketing; Promotion; Brand Development; Media Publicity; Digital Advertising; Creative; Social Media Marketing; Marketing Produce; Global Marketing; and Japanese","California"
407141,"Not Valuable","Outsourcing and Offshoring Consulting","VXI Global Solutions","10.001+ employees","Operations Management; Customer Interaction Services; Digital; OmniChannel Support; CX Consulting; Customer Experience Management; NPS Management; BPO; ITO; Product Development; Embedded Solutions; Outsourcing; Offshoring; Customer Care; CX; Customer Experience; Call Center; and Agents","California"
2474,"1955.0","Hospitals and Health Care","UCLA Health","10.001+ employees","Hospital & Healthcare","CA"
164581,"1957.0","Real Estate","KB Home","1.001-5.000 employees","Innovative Design; Personalization; Affordable New Homes; Partnership; Energy-Efficient Homes; and Water-Efficient Homes","CA"
1179641,"1996.0","Book and Periodical Publishing","MANCOMM","11-50 employees","OSHA Regulations; DOT Regulations; Cal/OSHA Regulations; Forklift Training; Essentials of Safety Training Program; and Safety Posters","Iowa"
16243733,"Not Valuable","IT Services and IT Consulting","Ricoh Colombia","10.001+ employees","Hihger Education; K-12; Student Records; Campus Print; Intelligent Classroom; Healthcare It Services; Managed Print Services; Commercial and Industrial Printing; Workflow Services; Digital Workflow; and Healthcare It Services","Florida"
9192483,"2013.0","Staffing and Recruiting","e.biT Consulting","11-50 employees","recruiting; staffing; consulting; it; job placement; permanent placement; temp to perm; and it staffing","IL"
3831,"1889.0","Financial Services","Northern Trust","10.001+ employees","Asset Management; Corporate and Institutional Services; Wealth Management; Asset Servicing; Financial Technology; Private Banking; Trust and Estate Services; Capital Markets; Securities Services; Retirement Solutions; Fund Services; Equity; Mutual Funds; Global Family Office Services; Sustainable Investing; Front and Middle Office Services; Wealth Planning; Business Owner Services; Fixed Income; Regulatory Services; Liquidity; and Pensions","Illinois"
10169,"Not Valuable","Accounting","Baker Tilly US","5.001-10.000 employees","Assurance; Tax; Analytics; Governance; Risk; and Compliance; Government Contracts; Growth Strategies; Human Capital; Litigation Support; Performance Optimization; Recruiting Solutions; Renewable Energy; Technology; Transaction Advisory; and Investment Banking","IL"
2380,"1926.0","Airlines and Aviation","United Airlines","10.001+ employees","Airline; Travel; Air Cargo; Air Travel; Information Technology; customer service; aviation; technology; and digital technology","IL"
1771432,"Not Valuable","Telecommunications","Motorola Solutions","10.001+ employees","Public Safety; Enterprise Security; Two-way Radios; Radios; Land Mobile Radios (LMR); Video Cameras; Body-worn Cameras; Access Control; Video Analytics; Cloud; Public Safety Software; Real-time Crime Centers; Cybersecurity; Broadband; and Managed Services","IL"
76790,"1995.0","Software Development","Lumivero","201-500 employees","Qualitative research software; NVivo Training and Consultancy; Field Placement Software; Writing and Reference Management Software; XLSTAT; and Risk Management Software","Colorado"
647471,"1983.0","Individual and Family Services","Raise the Future","51-200 employees","child adoption; education services; social work; TBRI; and Education and Training","CO"
11263471,"1905.0","Banking","Peoples Security Bank & Trust","201-500 employees","Personal Banking; Business Banking; Digital Banking; Cash Management; Merchant Services; Home Loans; Debit Cards; and Credit Cards","PA"
80563074,"2022.0","Biotechnology Research","Greenstone Biosciences","11-50 employees","IPSC; Drug Discovery; Genomics; Computational Biology; AI; and Biotech","California"
32739,"1885.0","Museums; Historical Sites; and Zoos","Ohio History Connection","51-200 employees","Collections of Ohio History; Genealogy; Civil War History; Museums; Natural History of OH; Earthworks and moundbuilding; Archaeology; Teaching Ohio history to youth; Presidents from OH; Historic preservation in OH; and National Register of Historic Places","OH"
144076,"1997.0","Investment Management","Hamilton Capital","51-200 employees","Investment Management; Wealth Management; 401(k) Plans; Services to Fiduciaries; Fiduciary Service; Financial Planning; Dynamic Investment Management; Financial Advice; Financial Services; Capital Management; Investment Portfolio Management; Institutional Investment Management; Retirement Planning; Asset Management; Retirement Plan Services; Finance; Investment; Investment Analysis; Customer Service; Legacy Planning; and Asset Protection","Ohio"
238074,"1992.0","Environmental Services","MIRATECH","201-500 employees","NSCR; SCR; & DPF Catalysts; Exhaust & Process Silencers; Fabricated Metal Exhaust Systems; Control & Monitoring Systems; Heat Recovery; Replacement Catalysts; Project Management; Training; Environmental Services; Catalysis Energy; and Industrial Emissions","Oklahoma"
2152,"1983.0","IT Services and IT Consulting","TEKsystems","10.001+ employees","IT Services; IT Talent Management Expertise; Staffing Services; Digital Services; Advisory Services; Co-led Services; Enterprise Services; DevOps and Automation; Risk & Security; Cloud Enablement and Migration; Enterprise Applications; Telecom Design and Implementation; and Technology Operations","MD"
164301,"1983.0","Software Development","IFS","5.001-10.000 employees","Enterprise Resource Planning (ERP); Business Software Solutions; Enterprise Asset Management (EAM); Enterprise Project Management (EPM); Field Service Management (FSM); Supply Chain Management (SCM); and Enterprise Service Management (ESM)","Not Valuable"
604057,"1967.0","Non-profit Organizations","MDC","11-50 employees","strategic philanthropy; community development; asset building; postsecondary education; economic & social mobility; early childhood education; learning differences; and integrated services delivery","NC"
13402,"1946.0","Government Administration","Bureau of Land Management","5.001-10.000 employees","public land management; energy development; recreation; wilderness; grazing; history; preservation; utilization; and wild horses and burros","Not Valuable"
834647,"1977.0","IT Services and IT Consulting","Moss","51-200 employees","Cabling Solutions; Network Solutions; Managed IT Services; Security; IP Telephony; Audio Video; Surveillance; Fleet Management; Networks; Physical Security; Access Control; Communications; Transit Management; Unified Communications; and Audio Visual","MI"
50617,"1961.0","Construction","Turner Industries","10.001+ employees","Maintenance & Turnarounds; Construction; Module Fabrication; Equipment; Industrial Specialty Services; Rigging; Specialized Transportation; Pipe Fabrication; Environmental Speciality Services; and Non-destructive Examination","LA"
331920,"Not Valuable","Research","Eurofins Agroscience Services","501-1.000 employees","GLP Residue Studies; GLP Efficacy Trials; Ecotoxicology; Physical Chemistry; Environmental Fate and Metabolism; Regulatory Affairs; Dermal Absorption; BAD Compilation; Aquatic toxicology; Biocides / ESS; Biotechnology; Processing Studies; REACH; and Project Management","Not Valuable"
1586,"Not Valuable","Software Development","Amazon","10.001+ employees","e-Commerce; Retail; Operations; and Internet","WA"
93486,"1995.0","Personal Care Product Manufacturing","Paula's Choice Skincare","501-1.000 employees","Skincare; Beauty Product Retail; Cosmetics; Beauty Product Reviews; Beauty; Personal Care; ecommerce; digital marketing; skincare education; product innovation; and Product development","WA"
13990,"2006.0","Real Estate","Zillow","5.001-10.000 employees","Real Estate; Home Values; Mortgages; Homes for Sale; Homes for Rent; and Mobile Apps","Washington"
88137,"1897.0","Retail","Filson","201-500 employees","Clothes; Bags; Luggage; and Gear","WA"
103734062,"2024.0","Business Consulting and Services","Widenet AI","2-10 employees","AI","WA"
70431516,"Not Valuable","Biotechnology","LGC Clinical Diagnostics","1.001-5.000 employees","linearity and calibration verification; reference materials; antigens and antibodies; research components; biological materials; Quality Measurement Tools; Informatics; and Quality Controls","Massachusetts"
162547,"Not Valuable","Furniture and Home Furnishings Manufacturing","Ashley Furniture Industries","10.001+ employees","Manufacturing; Retail; and Distribution","WI"
165158,"1997.0","Entertainment Providers","Netflix","10.001+ employees","Revolutionizing the way people watch TV shows and movies!","CA"
150566,"1989.0","Market Research","MMR Research","501-1.000 employees","research; marketing; insight; sensory; quantitative; qualitative; food; drink; beverage; FMCG; CPG; packaging; concept; CLT; HUT; emotionality; brands; claims; personal care; statistics; innovation; product research; sensory branding; and Agile Research","Oxfordshire"
1075415,"1941.0","Museums; Historical Sites; and Zoos","Museum of Contemporary Art San Diego","51-200 employees","Contemporary Art; Non Profit; Exhibitions; Education Programs; Art Gallery; Museum; Museums and Institutions; and Art Museum","CA"
10843,"1985.0","IT Services and IT Consulting","San Diego Supercomputer Center","201-500 employees","high performance computing; large data storage and preservation; and data-intensive computing","California"
77160392,"2021.0","Staffing and Recruiting","True Scout Partners","2-10 employees","staffing; hiring; onboarding; information technology; engineering; finance; accounting; recruiting; talent sourcing; head hunting; contractors; temp-to-hire; software development; executive search; executive recruitment; consultants; interim professionals; contract-to-hire; project-based employees; and sourcing","South Carolina"
1374799,"2000.0","Defense and Space Manufacturing","Solutions Through Innovative Technologies; Inc. (dba STI-TEC)","201-500 employees","A&AS Program Support; Application Development; Consulting; IT Management; Operations Management; Healthcare Support; Financial Management; Administrative Support; and Modeling and Simulation","OH"
47200,"1936.0","Civic and Social Organizations","Oklahoma Department of Human Services","5.001-10.000 employees","Safety; Health; Independence; and Productivity","Oklahoma"
9250419,"1887.0","Banking","Farmers National Bank of Canfield","501-1.000 employees","Mortgage Lending; Commercial Lending; Business Banking; Farmers National Investments; Farmers National Insurance; Checking; Savings; Online Banking; Mobile Banking; Private Client Services; Treasury Management; and Financing","OH"
2702757,"2012.0","Staffing and Recruiting","Benskin & Hott Talent Partners","11-50 employees","Finance; Supply Chain; Human Resources; Accounting; Operations; Temporary Staffing; Retained Search; Executive Search; Professional Search; and Payrolling Services","Missouri"
15457021,"2013.0","Government Relations Services","Joint Strategic Technologies","51-200 employees","Program Management; Acquisitions; DoD Contracting; Program Analyst; Leadership Development; and Leadership Training","Texas"
128057,"1971.0","Financial Services","Systems & Methods; Inc. (SMI)","501-1.000 employees","Prepaid Debit Card Services; Payment Processing; Call Center Services; Case Management Services; Financial Management and Accounting Services; Electronic and Data Management; Child Support Services; and Fintech","GA"
1601569,"2004.0","Software Development","SilverEdge","51-200 employees","Merchant Services; Marketing Services; reward programs; and Business Services","CO"
27203166,"2018.0","IT Services and IT Consulting","Curate","11-50 employees","Software; Website Development; Event Management; and Application Development","Missouri"
2532,"Not Valuable","Banking","U.S. Bank","10.001+ employees","Asset-based lending; Commercial lending; Custody services; Equipment financing; Foreign exchange; Fund services; Global payments and receivables; Liquidity and asset management; Loan syndication; Market risk management; Payment processing; Treasury management; Supply chain financing; Wealth management; Mortgage; Home equity; Deposits; Loans; Banking; and Financial services","MN"
7396,"Not Valuable","Utilities","Xcel Energy","10.001+ employees","Utility; Renewable Energy; Natural Gas; Nuclear Energy; Electricity; Wind Energy; and Solar Energy","Minnesota"
44751,"1986.0","Non-profit Organizations","Marin Community Foundation","51-200 employees","Philanthropic planning; Donor-advised funds; Family giving; Partnerships with professional advisors; Grantmaking; Community engagement; Community impact; Climate justice; and Affordable housing solutions","California"
701218,"2006.0","Wellness and Fitness Services","HealthSource® - America's Chiropractor","11-50 employees","Chiropractic; Franchising; Back Pain; and Neck Pain","OH"
165647,"1935.0","Retail","Raley's","10.001+ employees","Great people who care; Best Fresh Products; Fair and consistent pricing; Products you want and more; Easy shopping experience; E-Commerce; Grocery Delivery; Personalized Shopping; and Servant Leadership","CA"
3589,"1901.0","Retail Pharmacies","Walgreens","10.001+ employees","Beauty; Pharmacy; Health; Wellness; Retail; omnichannel; and healthcare","IL"
2029,"Not Valuable","Retail","Nike","10.001+ employees","Athletic Shoes; Apparel; Sports Equipment; Digital; Merchandising; Innovation; Technology; and Retail","OR"
95690174,"2023.0","Staffing and Recruiting","Relate Search","11-50 employees","Recruiting; Executive Search; Human Resources; Supply Chain; Manufacturing; Engineering; Operations; Technology; Sales; Marketing; Accounting; Finance; Contract Staffing; and Consulting","OH"
2026136,"1992.0","Government Relations","MES; Inc.","201-500 employees","Simulation and Training; Education Services; and Administrative Support","Maryland"
21836,"1999.0","Staffing and Recruiting","CyberCoders","201-500 employees","IT; Engineering; Sales; Executive; Technical; Financial; Accounting; Engineering; Scientific; Mortgage; Construction; Operational; Manufacturing; BioTech; Life Sciences; and Healthcare","CA"
2704428,"1987.0","Hospitality","Pacific Hospitality Group","1.001-5.000 employees","Hospitality; Hotel Management; and Luxury Hotels","California"
401618,"2000.0","Staffing and Recruiting","Premier Group","51-200 employees","Contract; Freelance; Interim; Technology Recruitment; Cyber; Data; Software Development; AI/ML; Cloud; D365; IT Staffing; and Engineering","Berkshire"
11768307,"2017.0","Software Development","Akina; Inc","11-50 employees","Software Development; Systems Engineering; Systems Integration; Project Management; Computer Networking; Virtualization and Cloud Computing; DevOps; and Systems Development","Maryland"
1035,"Not Valuable","Software Development","Microsoft","10.001+ employees","Business Software; Developer Tools; Home & Educational Software; Tablets; Search; Advertising; Servers; Windows Operating System; Windows Applications & Platforms; Smartphones; Cloud Computing; Quantum Computing; Future of Work; Productivity; AI; Artificial Intelligence; Machine Learning; Laptops; Mixed Reality; Virtual Reality; Gaming; Developers; and IT Professional","Washington"
2647735,"2009.0","Business Consulting and Services","Integrity Management Services; Inc.","51-200 employees","government contracting; statistical analysis; data mining; regulatory analysis; Woman Owned Small Business; Investigations; Program integrity; Program evaluations; predictive modeling; program operations; Medical Review; Software Solutions; and Compliance Audit","VA"
2783280,"2007.0","Defense & Space","One Federal Solution","51-200 employees","Information Technology; Software Development; Data Analytics; Business Intelligence; Data Strategy; Big Data; Cyber Resilience; Agile; Salesforce; AWS; and Application Development","Virginia"
341510,"2007.0","Banking","SmartBank","201-500 employees","Loans; Deposits; Investments; Insurance; and other banking services","TN"
15727853,"Not Valuable","Government Administration","ND Health and Human Services","1.001-5.000 employees","Public Health and Human Services","ND"
54839,"1980.0","Environmental Services","Dudek","501-1.000 employees","Environmental Permitting; Civil Engineering; CEQA/NEPA; Water/Wastewater Engineering; Biology Survey/Monitoring; Urban Forestry; Wildfire Prevention Planning; Native Habitat Management; Cultural Resources Management; Groundwater; Construction Management; Urban Planning; Urban Design; Aerial Surveying; Habitat Restoration; Compliance Monitoring; Water Quality and Supply Planning; Fire Protection Planning; and GIS","California"
1168069,"1997.0","Staffing and Recruiting","Peterson Technology Partners","201-500 employees","Information Technology; Network Security; Staffing; UX/UI Developers; Java Developers; Hiring; Recruiting; Technology; Scrum; .NET; Full Stack Developer; Information Security; Developers; Data Science; UX/UI; Cybersecurity; Machine Learning; Python Programmers; IT Staffing; IT Recruiting; IT Jobs; IT Consulting; IT Recruiters; UI UX; and Cloud","IL"
51668742,"2004.0","Staffing and Recruiting","Root Seven","2-10 employees","Desktops; Systems; Networks; Technology; IT Infrastructure; IT; and Information Technology","Texas"
20607,"1997.0","Utilities","The Energy Authority","201-500 employees","Energy Portfolio Risk Management; Energy Trading; Hydro Optimization; Energy Risk Advisory Services; Advanced Analytics; Renewables; and Transmission Planning & Analysis","Florida"
54363614,"2020.0","Technology; Information and Internet","Petlibro","51-200 employees","e-commerce; direct-to-consumer; pet tech; amazon; user-centric; design-centric; ai; and pet tech","California"
3608,"1993.0","Computer Hardware Manufacturing","NVIDIA","10.001+ employees","GPU-accelerated computing; artificial intelligence; deep learning; virtual reality; gaming; self-driving cars; supercomputing; robotics; virtualization; parallel computing; professional graphics; and automotive technology","CA"
2478568,"2012.0","Software Development","Zello","51-200 employees","social radio; live voice communication; Push-to-talk; radio-style communication; hosted business solution; walkie talkie-style communication; Instant talk; Works with Wi-Fi; team communication; emergency communications; Push-to-talk over cellular; PTT ; mobile communications; dispatch communications; driver-dispatch technology; and frontline worker communication","Texas"
1051903,"2004.0","Biotechnology Research","Natera","1.001-5.000 employees","Non-Invasive Prenatal Testing (NIPT); Single gene diseases; Preimplantation Genetic Screening (PGS)/Diagnosis (PGD); Biopsy training; Multi-Disease Carrier Screening; Bioinformatics; Miscarriage testing; Genetic counseling; Non-invasive paternity testing; Genetics; colorectal cancer; Oncology; Transplant; Kidney Transplant; Cancer; Transplant Rejection; and ctDNA","Texas"
36428070,"1996.0","Architecture and Planning","FAB Architecture","2-10 employees","Architecture; Design; Interior Design; and Planning","Texas"
163072,"1839.0","Government Administration","City of Austin","10.001+ employees","Information Technology; Engineering; and Healthcare","Texas"
4224,"1971.0","Banking","Regions Bank","10.001+ employees","Provide banking services to public","Alabama"
2646,"1962.0","Retail","Walmart","10.001+ employees","Technology; Transportation; Logistics; Merchandising; Marketing; Operations; Health & Wellness; eCommerce; and Management","Arkansas"
80370278,"1998.0","Railroad Equipment Manufacturing","Greenbrier SAHAGÚN","1.001-5.000 employees","Fabricación Multimax","Hidalgo"
3168573,"2009.0","Veterinary Services","Community Veterinary Partners","1.001-5.000 employees","Veterinary Practice Management; Veterinary Operations; Veterinary Marketing; Veterinary Acquisition; and Veterinary Medicine","Pennsylvania"
2430084,"Not Valuable","Business Consulting and Services","Crew","1.001-5.000 employees","Business Consulting; Project Delivery; Project Coordination; Professional Training; Business Analysis; Operational Consulting; IT Analysis; Project Management; and Development","PA"
166587,"Not Valuable","Hospitals and Health Care","UNC Health","10.001+ employees","Cancer Care; Heart and Vascular Care; and Solid Organ Transplant","North Carolina"
1292,"Not Valuable","Entertainment Providers","The Walt Disney Company","10.001+ employees","Entertainment; Technology; Media; Movies; Television; Consumer Products; Theme Parks; Resorts; Interactive Media; Publishing; Radio; Live Entertainment; Music; Stage Plays; Animation; Studios; Apparel; Apps; Gaming; and Toys","CA"
2759648,"Not Valuable","Research","Research Foundation for Mental Hygiene; Inc.","1.001-5.000 employees","Technology Transfer; Biotechnology; Mental Health Research; and Research Tool Development","New York"
33262715,"2017.0","Business Consulting and Services","Aalis Management Consulting","2-10 employees","Program Management; Acquisition Support; Supply Chain & Logistics Support; and Finance; Accounting and Audit Readiness","Virginia"
1153395,"1869.0","Non-profit Organizations","Knoxville Chamber (Knoxville; Tennessee)","11-50 employees","Small Business Development/Consulting; Networking; Business Advocacy; Economic Development; Workforce Development; Community; Non-Profit; Events; Marketing; and Professional Development","TN"
6176,"1927.0","Retail","7-Eleven","10.001+ employees","Retail; convenience; franchise; jobs; international; license; food; and beverage","TX"
2985733,"1994.0","IT Services and IT Consulting","Aditi Consulting","1.001-5.000 employees","Digital Transformation; Data + Analytics; Automation; Infrastructure; Managed Services; Talent On Demand.; Cybersecurity; DevOps; App Modernization; Cloud; and IoT","Washington"
1392,"Not Valuable","Telecommunications","T-Mobile","10.001+ employees","IoT; Retail; 5G for All; Future of 5G; Business Sales; Customer Care; Business Wireless; Consumer Wireless; Technology; Internships & Returnships; DE&I; and Benefits & Perks","WA"
2978,"Not Valuable","Insurance","Allianz Life","1.001-5.000 employees","Allianz provides fixed and variable annuities and life insurance policies","MN"
424124,"1985.0","Internet News","BioSpace","11-50 employees","biotech jobs; pharma jobs; biotech news; pharma news; and life sciences news","Iowa"
4976391,"2013.0","Education Administration Programs","talendo","11-50 employees","Recruiting; Hochschulen; and Students","St. Gallen"
1493856,"1894.0","Government Administration","City of Pearland; Texas","501-1.000 employees","Economic Development; infrastructure; public safety; budgeting and finance; citizen engagement; roads and utilities; parks and recreation; emergency managemen; and local government","TX"
6631190,"2015.0","Advertising Services","Advertflair","51-200 employees","video production; Virtual reality; Metaverse; 3d modeling; 3D Animation; Video content & production; Brand identity; and Augmented/Virtual Reality","Tamil Nadu"
4680,"1963.0","Hospitals and Health Care","CVS Health","10.001+ employees","Retail; Pharmacy Benefits Management; Health Insurance; Health Care; Pharmacy; Retail; Care Management; and Primary Care","RI"
66321745,"2010.0","IT Services and IT Consulting","SynergisticIT","201-500 employees","Software Development; IT Recruitment; and IT Upskill","California"
1002271,"2006.0","IT Services and IT Consulting","VSolvit","201-500 employees","Geographical Information Systems; Government Consulting; Information Technology; DoD; and Software Engineering","CA"
2736308,"2007.0","Information Technology & Services","ATC","201-500 employees","Contract Opportunities; IT Staffing; Mobile Application Development; Managed Services; Security Testing; Performance Testing; Devops Engineering; SAFE; bots; Robotic Process Automation; AI; artificial intelligence; SAFe Training; AGILE Training; Product Development; SaaS product developoment; DevOps POD; Testing POD; Security Testing; Federal; UX; and UI","Iowa"
68302528,"2019.0","Software Development","Snorkel AI","51-200 employees","enterprise ai; weak supervision; programmatic labeling; artificial intelligence; machine learning; data science; technology; software; foundation models; LLM; Generative AI; GPT-3; ChatGPT; NLP; computer vision; and document intelligence","California"
93023,"1998.0","Software Development","MeridianLink","501-1.000 employees","technology; financial services; banking; loan origination system; Loan Origination; Credit Union; Mortgage Systems; Loan System; Loan Software; Software for Credit Unions; and Banking Software","CA"
2534,"Not Valuable","Information Services","Experian","10.001+ employees","Data; Credit; Data Management; Risk Management; Health Data; Predictive Analytics; Data Science; Automotive Data; Big Data; Analytics; Fraud; Financial Access; Innovation; Lending Data; Identity; Marketing Services; Digital Marketing; and Information Services","CA"
2735943,"2012.0","Human Resources Services","Pedigo Staffing Services","2-10 employees","Executive Employment Placement & Contract Recruiting; Staffing ant Talent Augmentation; Information Technology; Accounting; Administration; Management; and ERP - SAP; JD Edwards; Oracle Financials; PeopleSoft; Hyperion; Epicor; Microsoft Navigant / Great Plains","Texas"
10667,"Not Valuable","Software Development","Meta","10.001+ employees","Connectivity; Artificial Intelligence; Virtual Reality; Machine Learning; Social Media; Augmented Reality; Marketing Science; Mobile Connectivity; Open Compute; and Metaverse","CA"
1681,"1948.0","Staffing and Recruiting","Robert Half","10.001+ employees","consulting services; accounting jobs; finance jobs; administrative jobs; legal jobs; IT jobs; recruitment; recruitment agency; creative jobs; staffing; hiring; employment agency; contract talent; contract professionals; talent solutions; contract employment; permanent placement; customer support jobs; and marketing jobs","CA"
3678,"Not Valuable","Glass; Ceramics and Concrete Manufacturing","Corning Incorporated","10.001+ employees","Display Technologies; Environmental Technologies; Telecommunications; and Life Sciences & Specialty Materials","New York"
11229,"Not Valuable","Staffing and Recruiting","Vaco","10.001+ employees","Consulting; Finance & Accounting; Technology; Operations; Supply Chain & Logistics; Executive Search; Staffing; Healthcare IT; General Administration; Human Resources; Company Culture; Managed Services; and Permanent Search","Tennessee"
3808860,"2014.0","Technology; Information and Media","ALLY Energy","2-10 employees","Energy; Energy Transition; Careers; Employer Branding; Culture; Artificial Intelligence; AI; and Diversity","Texas"
87374932,"2021.0","Insurance","Verda Healthcare","11-50 employees","Medicare Advantage Prescription Drug; Health Plan; Chronic Special Needs Programs (C-SNP); and Insurance","California"
4207,"1962.0","Financial Services","Raymond James","10.001+ employees","Personal Investing; Capital Markets; and Banking","Florida"
5234110,"1950.0","Banking","Christian Financial Credit Union","51-200 employees","Loans; Savings & Certificates; Investments & Insurance; and Checking & Credit Cards","Michigan"
260348,"2001.0","Information Technology & Services","RSM Solutions; Inc","11-50 employees","Documentum; WebSphere; .net (ASP.Net; VB.Net; C#); C++; PERL; Ruby On Rails; PHP; COBOL; and Manhattan Associates","Florida"
15080,"Not Valuable","Hospitality","Delaware North","10.001+ employees","High Volume Food Service; Catering; Venue Development and Management; Lodging and Resort Operations; Full Service Restaurants; Specialty Retail; Gaming and Mobile Wagering; Experiential Offerings; Food Management; Venue Management; and Hotel Management","NY"
